╧ invoice;Year of sale;Month of Sale;Date of sale;Product ID;Quantity;Price;Sum;Customer;Purchase cost;Shipping date
000-070533;2018;7;23;уб.нд-3314;1;255.1472;255.1472;;148.4;23.07.2018
000-070533;2018;7;23;уб.нд-3275;1;398.1879;398.1879;;223.45;23.07.2018
000-070543;2019;8;2;уб.нд-3137;1;545.4976464;545.4976464;;272.16;02.08.2019
000-070544;2017;9;9;уб.нд-3196;2;1386.352176;2772.704352;;1374.54;09.09.2017
000-070554;2017;7;26;уб.нд-3129;1;408.25968;408.25968;;200.45;30.07.2017
000-070554;2017;7;26;уб.нд-3248;1;426.142728;426.142728;;242.52;30.07.2017
000-070556;2018;1;23;уб.нд-3190;1;373.6124;373.6124;;160.32;25.01.2018
000-070556;2018;1;23;уб.нд-3361;1;705.3312;705.3312;;410;25.01.2018
000-070558;2018;3;23;уб.нд-3335;1;285.45024;285.45024;;178.48;23.03.2018
000-070570;2018;2;4;уб.нд-3447;1;1206.64215;1206.64215;;616.42;09.02.2018
000-070582;2019;6;21;уб.нд-3419;2;426.68574;853.37148;Customer 110;533.36;21.06.2019
000-070583;2019;8;13;уб.нд-3277;1;927.504;927.504;;547.2;13.08.2019
000-070583;2019;8;13;уб.нд-3396;1;325.91592;325.91592;;211.2;13.08.2019
000-070583;2019;8;13;уб.нд-3288;1;1772.90624;1772.90624;;1155.26;13.08.2019
000-070583;2019;8;13;уб.нд-3145;1;566.12664;566.12664;;213.3;13.08.2019
000-070592;2018;10;31;уб.нд-3199;1;407.628;407.628;;189.15;31.10.2018
000-070592;2018;10;31;уб.нд-3141;1;595.62832;595.62832;;278.46;31.10.2018
000-070597;2017;10;5;уб.нд-3283;1;2603.24672;2603.24672;;1673.48;06.10.2017
000-070597;2017;10;5;уб.нд-3329;1;636.48;636.48;;409.5;06.10.2017
000-070620;2018;11;7;уб.нд-3231;2;365.9392;731.8784;Customer 638;373.12;07.11.2018
000-070620;2018;11;7;уб.нд-3223;1;65.286;65.286;Customer 638;34.72;07.11.2018
000-070620;2018;11;7;уб.нд-3169;1;2206.78492;2206.78492;Customer 638;1002.59;07.11.2018
000-070623;2019;5;24;уб.нд-3228;1;512.148;512.148;Customer 894;308;25.05.2019
000-070626;2018;3;26;уб.нд-3213;1;325.95;325.95;Customer 1123;187.62;26.03.2018
000-070627;2019;3;26;уб.нд-3269;2;405.6474;811.2948;;338.52;28.03.2019
000-070627;2019;3;26;уб.нд-3135;1;778.71136;778.71136;;427;28.03.2019
000-070627;2019;3;26;уб.нд-3381;1;5797.2244;5797.2244;;3858.66;28.03.2019
000-070627;2019;3;26;уб.нд-3175;1;2314.7338248;2314.7338248;;1324.98;28.03.2019
000-070635;2017;8;31;уб.нд-3328;1;399.7448;399.7448;Customer 319;249.9;31.08.2017
000-070641;2018;5;28;уб.нд-3333;1;319.872;319.872;;186;28.05.2018
000-070641;2018;5;28;уб.нд-3156;1;456.042;456.042;;244.8;28.05.2018
000-070641;2018;5;28;уб.нд-3150;1;339.207;339.207;;163.35;28.05.2018
000-070672;2017;2;16;уб.нд-3267;1;1158.51;1158.51;Customer 447;483;16.02.2017
000-070676;2017;8;2;уб.нд-3369;1;641.4408;641.4408;;333.84;02.08.2017
000-070700;2017;5;28;уб.нд-3112;1;2250.5928192;2250.5928192;Customer 653;1290.42;28.05.2017
000-070710;2017;12;30;уб.нд-3272;1;1565.7525;1565.7525;;739.35;30.12.2017
000-070728;2018;1;1;уб.нд-3406;1;275.184;275.184;;196.56;01.01.2018
000-070765;2018;6;30;уб.нд-3192;1;925.3266;925.3266;;485.13;30.06.2018
000-070765;2018;6;30;уб.нд-3442;2;1362.6704;2725.3408;;1440.6;30.06.2018
000-070765;2018;6;30;уб.нд-3373;1;2451.473;2451.473;;1140.22;30.06.2018
000-070792;2018;2;18;уб.нд-3148;1;406.3739904;406.3739904;Customer 1156;232.96;22.02.2018
000-070792;2018;2;18;уб.нд-3394;1;81.0891;81.0891;Customer 1156;42.3;22.02.2018
000-070792;2018;2;18;уб.нд-3204;1;5785.6708;5785.6708;Customer 1156;3208.93;22.02.2018
000-070800;2017;8;24;уб.нд-3372;1;4278.573;4278.573;;2611.05;26.08.2017
000-070800;2017;8;24;уб.нд-3446;2;1511.1096;3022.2192;;1530.32;26.08.2017
000-070832;2018;12;10;уб.нд-3111;1;1960.6708;1960.6708;;1062.67;11.12.2018
000-070832;2018;12;10;уб.нд-3143;1;619.56576;619.56576;;260.76;11.12.2018
000-070832;2018;12;10;уб.нд-3387;1;496.8;496.8;;204;11.12.2018
000-070855;2018;12;9;уб.нд-3361;1;596.445696;596.445696;;389.5;13.12.2018
000-070860;2018;3;24;уб.нд-3422;2;419.2865;838.573;;336.66;24.03.2018
000-070860;2018;3;24;уб.нд-3257;1;1052.44515;1052.44515;;641.55;24.03.2018
000-070861;2017;12;26;уб.нд-3331;2;187.8016;375.6032;;267.24;26.12.2017
000-070861;2017;12;26;уб.нд-3419;1;374.595;374.595;;221.48;26.12.2017
000-070865;2017;11;2;уб.нд-3318;2;259.40256;518.80512;;246.56;02.11.2017
000-070870;2017;1;4;уб.нд-3324;1;332.66688;332.66688;;162.96;04.01.2017
000-070870;2017;1;4;уб.нд-3161;1;446.5308;446.5308;;201.14;04.01.2017
000-070870;2017;1;4;уб.нд-3314;1;183.05056;183.05056;;135.8;04.01.2017
000-070870;2017;1;4;уб.нд-3445;1;840.012264;840.012264;;483.21;04.01.2017
000-070876;2018;10;30;уб.нд-3323;2;485.1712;970.3424;;772.8;30.10.2018
000-070876;2018;10;30;уб.нд-3207;1;5830.4862;5830.4862;;2524.02;30.10.2018
000-070882;2017;8;13;уб.нд-3415;1;448.376076;448.376076;Customer 858;241.96;13.08.2017
000-070882;2017;8;13;уб.нд-3201;1;243.3969;243.3969;Customer 858;151;13.08.2017
000-070897;2018;1;27;уб.нд-3229;1;371.151;371.151;;169.52;30.01.2018
000-070924;2017;10;14;уб.нд-3257;1;1259.13;1259.13;;726.15;14.10.2017
000-070924;2017;10;14;уб.нд-3409;1;623.728728;623.728728;;436.23;14.10.2017
000-070924;2017;10;14;уб.нд-3319;1;349.2504;349.2504;;178.6;14.10.2017
000-070925;2018;7;24;уб.нд-3347;2;703.7896;1407.5792;;1087.82;28.07.2018
000-070946;2019;7;21;уб.нд-3432;2;541.2624;1082.5248;;792.96;26.07.2019
000-070949;2019;5;1;уб.нд-3169;1;1959.4885068;1959.4885068;;983.85;01.05.2019
000-070951;2018;2;17;уб.нд-3114;1;327.0784;327.0784;;215.28;17.02.2018
000-070951;2018;2;17;уб.нд-3203;1;6172.9395;6172.9395;;3739.17;17.02.2018
000-070951;2018;2;17;уб.нд-3207;1;6183.849;6183.849;;3066.82;17.02.2018
000-070951;2018;2;17;уб.нд-3425;1;362.3292;362.3292;;152.64;17.02.2018
000-070951;2018;2;17;уб.нд-3270;1;1476.3608;1476.3608;;732.26;17.02.2018
000-070951;2018;2;17;уб.нд-3392;2;471.6288;943.2576;;480.6;17.02.2018
000-070951;2018;2;17;уб.нд-3429;1;1031.36484;1031.36484;;661.98;17.02.2018
000-070951;2018;2;17;уб.нд-3124;1;3602.9092;3602.9092;;1405.8;17.02.2018
000-070951;2018;2;17;уб.нд-3261;1;2233.413;2233.413;;1074.06;17.02.2018
000-070951;2018;2;17;уб.нд-3440;1;1049.6304;1049.6304;;539.34;17.02.2018
000-070956;2018;5;21;уб.нд-3197;2;1329.0642;2658.1284;;1519.02;21.05.2018
000-070964;2018;11;9;уб.нд-3433;1;309.096;309.096;;173.34;09.11.2018
000-070988;2017;8;11;уб.нд-3401;1;305.5104;305.5104;;214.5;13.08.2017
000-071003;2017;6;7;уб.нд-3243;1;717.444;717.444;;422.24;07.06.2017
000-071003;2017;6;7;уб.нд-3205;1;7414.1496;7414.1496;;3547.44;07.06.2017
000-071012;2017;11;7;уб.нд-3134;1;405.426;405.426;Customer 1153;191.09;07.11.2017
000-071012;2017;11;7;уб.нд-3282;2;1119.735588;2239.471176;Customer 1153;1434.12;07.11.2017
000-071012;2017;11;7;уб.нд-3381;2;4561.305496;9122.610992;Customer 1153;5936.4;07.11.2017
000-071022;2018;6;12;уб.нд-3310;1;465.31584;465.31584;;270.72;12.06.2018
000-071022;2018;6;12;уб.нд-3370;2;459.326;918.652;;453.44;12.06.2018
000-071022;2018;6;12;уб.нд-3405;1;356.5941;356.5941;;146.01;12.06.2018
000-071022;2018;6;12;уб.нд-3116;1;310.40064;310.40064;;139.38;12.06.2018
000-071029;2018;4;8;уб.нд-3154;1;274.8928968;274.8928968;;121.77;10.04.2018
000-071029;2018;4;8;уб.нд-3311;1;406.7712;406.7712;;224.4;10.04.2018
000-071029;2018;4;8;уб.нд-3158;1;315.622296;315.622296;;151.51;10.04.2018
000-071029;2018;4;8;уб.нд-3303;1;558.949248;558.949248;;409.5;10.04.2018
000-071042;2017;6;7;уб.нд-3375;2;6158.546;12317.092;;8291.8;11.06.2017
000-071059;2017;1;22;уб.нд-3338;1;209.61408;209.61408;;123.12;25.01.2017
000-071064;2019;6;10;уб.нд-3408;1;299.8464;299.8464;Customer 1188;202.4;13.06.2019
000-071084;2019;2;28;уб.нд-3301;1;221.0436;221.0436;;125.55;03.03.2019
000-071084;2019;2;28;уб.нд-3156;1;552.6156;552.6156;;280.5;03.03.2019
000-071104;2019;4;21;уб.нд-3416;1;298.76;298.76;Customer 1268;161;24.04.2019
000-071104;2019;4;21;уб.нд-3345;1;496.69896;496.69896;Customer 1268;314.13;24.04.2019
000-071122;2018;3;25;уб.нд-3357;1;926.02048;926.02048;;734.16;25.03.2018
000-071122;2018;3;25;уб.нд-3181;1;1371.5122176;1371.5122176;;795.15;25.03.2018
000-071122;2018;3;25;уб.нд-3276;2;529.232;1058.464;;601.4;25.03.2018
000-071122;2018;3;25;уб.нд-3380;1;2047.6638;2047.6638;;1625.13;25.03.2018
000-071148;2018;6;2;уб.нд-3405;1;350.2827;350.2827;;177.41;06.06.2018
000-071148;2018;6;2;уб.нд-3353;2;232.56;465.12;;328.32;06.06.2018
000-071152;2017;9;5;уб.нд-3412;1;325.0577;325.0577;Customer 495;172.14;10.09.2017
000-071154;2017;6;4;уб.нд-3266;1;869.079;869.079;Customer 1078;516.66;08.06.2017
000-071154;2017;6;4;уб.нд-3190;1;321.9426;321.9426;Customer 1078;197.06;08.06.2017
000-071155;2017;2;21;уб.нд-3114;1;379.1136;379.1136;;209.76;21.02.2017
000-071155;2017;2;21;уб.нд-3276;1;654.9246;654.9246;;303.8;21.02.2017
000-071155;2017;2;21;уб.нд-3201;1;231.617692;231.617692;;158.55;21.02.2017
000-071162;2017;2;15;уб.нд-3187;1;1811.216;1811.216;Customer 868;951.2;15.02.2017
000-071168;2018;4;17;уб.нд-3232;1;352.944;352.944;;176.32;17.04.2018
000-071170;2018;10;11;уб.нд-3379;2;3856.21236;7712.42472;;5707.2;11.10.2018
000-071174;2018;5;6;уб.нд-3384;2;628.6896;1257.3792;Customer 394;831.6;06.05.2018
000-071174;2018;5;6;уб.нд-3142;1;674.38592;674.38592;Customer 394;312.9;06.05.2018
000-071174;2018;5;6;уб.нд-3359;1;629.612;629.612;Customer 394;382.5;06.05.2018
000-071176;2017;9;6;уб.нд-3432;1;504.7728;504.7728;;302.4;06.09.2017
000-071179;2019;3;9;уб.нд-3110;1;2492.10544;2492.10544;;1346.1;09.03.2019
000-071179;2019;3;9;уб.нд-3202;1;6126.7836;6126.7836;;3808.58;09.03.2019
000-071189;2019;8;31;уб.нд-3295;1;4714.085376;4714.085376;;3123.12;31.08.2019
000-071202;2018;11;2;уб.нд-3329;1;567.84;567.84;;405.6;02.11.2018
000-071202;2018;11;2;уб.нд-3345;1;467.76504;467.76504;;331.11;02.11.2018
000-071202;2018;11;2;уб.нд-3240;1;692.1408;692.1408;;378.78;02.11.2018
000-071202;2018;11;2;уб.нд-3371;1;423.4032;423.4032;;289.17;02.11.2018
000-071202;2018;11;2;уб.нд-3263;1;1074.74;1074.74;;690.2;02.11.2018
000-071202;2018;11;2;уб.нд-3388;1;633.1072;633.1072;;363.63;02.11.2018
000-071202;2018;11;2;уб.нд-3434;1;1484.35828;1484.35828;;959.84;02.11.2018
000-071202;2018;11;2;уб.нд-3225;1;243.0972;243.0972;;145.14;02.11.2018
000-071217;2017;12;22;уб.нд-3130;2;717.50688;1435.01376;;520.72;22.12.2017
000-071221;2017;1;22;уб.нд-3168;2;721.75472;1443.50944;;797.64;22.01.2017
000-071221;2017;1;22;уб.нд-3359;1;582.726;582.726;;459;22.01.2017
000-071221;2017;1;22;уб.нд-3393;1;89.053;89.053;;46.87;22.01.2017
000-071221;2017;1;22;уб.нд-3297;2;231.4593008;462.9186016;;378.18;22.01.2017
000-071221;2017;1;22;уб.нд-3417;1;247.12464;247.12464;;146.94;22.01.2017
000-071221;2017;1;22;уб.нд-3339;1;650.0736;650.0736;;438.9;22.01.2017
000-071221;2017;1;22;уб.нд-3129;1;520.88304;520.88304;;227.88;22.01.2017
000-071221;2017;1;22;уб.нд-3398;1;259.222;259.222;;128.96;22.01.2017
000-071221;2017;1;22;уб.нд-3302;1;467.544;467.544;;280.83;22.01.2017
000-071242;2018;1;12;уб.нд-3409;1;629.416224;629.416224;;448.02;12.01.2018
000-071242;2018;1;12;уб.нд-3232;1;308.826;308.826;;182.4;12.01.2018
000-071242;2018;1;12;уб.нд-3375;2;6994.96248;13989.92496;;8517.94;12.01.2018
000-071242;2018;1;12;уб.нд-3382;1;508.354028;508.354028;;330.78;12.01.2018
000-071245;2018;3;6;уб.нд-3441;1;622.644;622.644;;326.7;06.03.2018
000-071245;2018;3;6;уб.нд-3322;1;487.51872;487.51872;;295.55;06.03.2018
000-071248;2017;12;25;уб.нд-3391;1;380.2084;380.2084;;221;25.12.2017
000-071248;2017;12;25;уб.нд-3123;1;3240.42984;3240.42984;;1788.21;25.12.2017
000-071248;2017;12;25;уб.нд-3445;1;1024.4052;1024.4052;;499.14;25.12.2017
000-071248;2017;12;25;уб.нд-3312;1;361.2492;361.2492;;261.45;25.12.2017
000-071248;2017;12;25;уб.нд-3326;2;473.3777568;946.7555136;;633.88;25.12.2017
000-071255;2018;9;20;уб.нд-3227;1;254.1;254.1;;100.1;20.09.2018
000-071255;2018;9;20;уб.нд-3201;1;306.4998;306.4998;;166.1;20.09.2018
000-071260;2017;3;24;уб.нд-3308;2;68.444992;136.889984;;85.14;24.03.2017
000-071260;2017;3;24;уб.нд-3385;1;419.2068;419.2068;;219.48;24.03.2017
000-071260;2017;3;24;уб.нд-3199;1;352.755;352.755;;208.65;24.03.2017
000-071260;2017;3;24;уб.нд-3357;1;1006.5627264;1006.5627264;;656.88;24.03.2017
000-071288;2017;11;18;уб.нд-3407;1;474.012;474.012;;191.1;18.11.2017
000-071288;2017;11;18;уб.нд-3391;1;396.7392;396.7392;;236.47;18.11.2017
000-071288;2017;11;18;уб.нд-3294;1;3526.08896;3526.08896;;2275.84;18.11.2017
000-071288;2017;11;18;уб.нд-3167;1;730.98036;730.98036;;390.98;18.11.2017
000-071288;2017;11;18;уб.нд-3362;1;485.6772096;485.6772096;;350.96;18.11.2017
000-071288;2017;11;18;уб.нд-3155;1;501.91416;501.91416;;266.7;18.11.2017
000-071288;2017;11;18;уб.нд-3234;1;636.648768;636.648768;;262.8;18.11.2017
000-071288;2017;11;18;уб.нд-3108;2;3219.8681088;6439.7362176;;3736.26;18.11.2017
000-071288;2017;11;18;уб.нд-3322;1;470.4128;470.4128;;257;18.11.2017
000-071288;2017;11;18;уб.нд-3246;1;191.1448;191.1448;;124.12;18.11.2017
000-071290;2019;9;19;уб.нд-3158;1;386.6424;386.6424;;158.46;19.09.2019
000-071290;2019;9;19;уб.нд-3443;2;1223.5679;2447.1358;;1317.42;19.09.2019
000-071290;2019;9;19;уб.нд-3247;1;367.92;367.92;;223.38;19.09.2019
000-071305;2018;3;8;уб.нд-3137;1;438.1313328;438.1313328;;249.48;09.03.2018
000-071323;2017;4;25;уб.нд-3386;1;744.9309;744.9309;Customer 1141;404.39;29.04.2017
000-071323;2017;4;25;уб.нд-3287;1;7074.83392;7074.83392;Customer 1141;4495.82;29.04.2017
000-071323;2017;4;25;уб.нд-3199;1;423.306;423.306;Customer 1141;224.25;29.04.2017
000-071323;2017;4;25;уб.нд-3180;1;1606.1935104;1606.1935104;Customer 1141;856.54;29.04.2017
000-071339;2018;8;3;уб.нд-3127;1;313.39968;313.39968;Customer 894;134.31;03.08.2018
000-071339;2018;8;3;уб.нд-3237;1;118.272;118.272;Customer 894;66.64;03.08.2018
000-071343;2017;7;14;уб.нд-3175;1;2163.30264;2163.30264;;1337.97;19.07.2017
000-071343;2017;7;14;уб.нд-3282;2;1152.75128;2305.50256;;1265.4;19.07.2017
000-071373;2019;4;22;уб.нд-3405;1;340.8156;340.8156;;160.14;24.04.2019
000-071391;2019;6;18;уб.нд-3202;1;7512.6037;7512.6037;;3341.49;18.06.2019
000-071391;2019;6;18;уб.нд-3340;1;1032.6888;1032.6888;;643.1;18.06.2019
000-071391;2019;6;18;уб.нд-3395;1;456.00511;456.00511;;296.8;18.06.2019
000-071409;2018;5;27;уб.нд-3188;1;1102.51472;1102.51472;;542;31.05.2018
000-071421;2018;5;10;уб.нд-3129;2;469.264;938.528;Customer 776;481.08;10.05.2018
000-071421;2018;5;10;уб.нд-3201;1;272.364136;272.364136;Customer 776;163.08;10.05.2018
000-071421;2018;5;10;уб.нд-3302;1;452.84976;452.84976;Customer 776;250.47;10.05.2018
000-071424;2019;6;11;уб.нд-3404;1;174.7515;174.7515;;120.75;16.06.2019
000-071437;2018;5;4;уб.нд-3382;1;687.5456;687.5456;;321.84;04.05.2018
000-071438;2018;5;24;уб.нд-3170;1;1489.9393476;1489.9393476;Customer 82;650.73;29.05.2018
000-071438;2018;5;24;уб.нд-3347;1;729.538;729.538;Customer 82;513.97;29.05.2018
000-071478;2017;1;14;уб.нд-3389;1;714.4788;714.4788;Customer 1270;439.95;15.01.2017
000-071478;2017;1;14;уб.нд-3366;1;3361.92;3361.92;Customer 1270;1802;15.01.2017
000-071479;2019;1;21;уб.нд-3411;1;630.7392;630.7392;;383.8;23.01.2019
000-071527;2019;4;13;уб.нд-3421;1;560.728;560.728;;319.77;13.04.2019
000-071527;2019;4;13;уб.нд-3423;1;571.0848;571.0848;;343.2;13.04.2019
000-071530;2019;6;7;уб.нд-3383;1;370.4316;370.4316;;223.63;09.06.2019
000-071530;2019;6;7;уб.нд-3318;1;271.30176;271.30176;;127.3;09.06.2019
000-071530;2019;6;7;уб.нд-3442;1;1271.214252;1271.214252;;809.48;09.06.2019
000-071530;2019;6;7;уб.нд-3125;1;6384.35328;6384.35328;;3117.36;09.06.2019
000-071531;2018;5;24;уб.нд-3203;2;6851.2845;13702.569;;7809.24;24.05.2018
000-071532;2017;9;6;уб.нд-3379;1;4284.6804;4284.6804;;2259.1;06.09.2017
000-071532;2017;9;6;уб.нд-3197;1;1847.7234;1847.7234;;853.47;06.09.2017
000-071532;2017;9;6;уб.нд-3137;1;622.32912;622.32912;;282.24;06.09.2017
000-071532;2017;9;6;уб.нд-3394;2;85.0935;170.187;;104.34;06.09.2017
000-071542;2018;7;18;уб.нд-3218;1;402.98126;402.98126;;200.09;18.07.2018
000-071542;2018;7;18;уб.нд-3373;1;2086.36;2086.36;;1443.47;18.07.2018
000-071547;2017;9;4;уб.нд-3439;1;1556.727;1556.727;;960.29;04.09.2017
000-071551;2018;6;23;уб.нд-3327;1;543.1296;543.1296;;313.6;23.06.2018
