╧ invoice;Year of sale;Month of Sale;Date of sale;Product ID;Quantity;Price;Sum;Customer;Purchase cost;Shipping date
000-070760;2018;8;13;уб.нд-3248;1;343.28448;343.28448;;234.78;15.08.2018
000-070760;2018;8;13;уб.нд-3433;1;312.5304;312.5304;;194.4;15.08.2018
000-070760;2018;8;13;уб.нд-3406;1;302.255226;302.255226;;209.3;15.08.2018
000-070760;2018;8;13;уб.нд-3119;1;7158.5568;7158.5568;;3411.36;15.08.2018
000-070767;2017;9;12;уб.нд-3236;1;905.625;905.625;;352.5;15.09.2017
000-070767;2017;9;12;уб.нд-3410;1;174.07575;174.07575;;124.32;15.09.2017
000-070767;2017;9;12;уб.нд-3167;1;677.468;677.468;;328.7;15.09.2017
000-070770;2018;5;11;уб.нд-3278;2;3122.63424;6245.26848;;3386.24;11.05.2018
000-070770;2018;5;11;уб.нд-3384;1;800.1504;800.1504;;396.9;11.05.2018
000-070771;2019;4;9;уб.нд-3247;1;496.692;496.692;Customer 1024;203.67;09.04.2019
000-070776;2017;10;13;уб.нд-3443;1;1069.137;1069.137;;596.78;13.10.2017
000-070787;2018;1;30;уб.нд-3141;1;595.62832;595.62832;Customer 318;216.58;04.02.2018
000-070815;2018;6;29;уб.нд-3334;1;542.23488;542.23488;;459.02;29.06.2018
000-070828;2017;3;10;уб.нд-3402;1;335.9048;335.9048;;190.19;14.03.2017
000-070836;2018;7;23;уб.нд-3284;1;210.51576;210.51576;;204.12;23.07.2018
000-070850;2017;12;6;уб.нд-3352;2;725.5872;1451.1744;;918.84;06.12.2017
000-070850;2017;12;6;уб.нд-3241;2;705.384;1410.768;;791.52;06.12.2017
000-070850;2017;12;6;уб.нд-3239;1;667.554;667.554;;366.3;06.12.2017
000-070850;2017;12;6;уб.нд-3186;1;1335.42864;1335.42864;;687.96;06.12.2017
000-070877;2017;10;22;уб.нд-3425;1;276.611505;276.611505;Customer 796;146.28;25.10.2017
000-070887;2017;10;7;уб.нд-3260;1;1894.231872;1894.231872;;915.84;07.10.2017
000-070887;2017;10;7;уб.нд-3363;1;1788.18354;1788.18354;;1095.12;07.10.2017
000-070888;2017;2;23;уб.нд-3338;1;227.75376;227.75376;;106.02;25.02.2017
000-070902;2017;7;2;уб.нд-3258;1;924.140448;924.140448;;502.95;04.07.2017
000-070902;2017;7;2;уб.нд-3187;2;1646.56;3293.12;;1541.6;04.07.2017
000-070902;2017;7;2;уб.нд-3306;1;325.4908;325.4908;;209.1;04.07.2017
000-070905;2017;8;14;уб.нд-3248;1;546.5988;546.5988;;307.02;14.08.2017
000-070911;2017;2;17;уб.нд-3320;1;427.07896;427.07896;;318.57;22.02.2017
000-070914;2019;4;24;уб.нд-3421;1;616.8008;616.8008;Customer 999;368.22;28.04.2019
000-070914;2019;4;24;уб.нд-3267;2;1017.474;2034.948;Customer 999;1067.2;28.04.2019
000-070914;2019;4;24;уб.нд-3262;1;479.864;479.864;Customer 999;205;28.04.2019
000-070914;2019;4;24;уб.нд-3345;2;467.76504;935.53008;Customer 999;639.58;28.04.2019
000-070914;2019;4;24;уб.нд-3351;1;1597.26336;1597.26336;Customer 999;895.4;28.04.2019
000-070914;2019;4;24;уб.нд-3260;1;1533.482496;1533.482496;Customer 999;1049.4;28.04.2019
000-070935;2017;2;10;уб.нд-3198;1;2214.9504;2214.9504;;1150.56;10.02.2017
000-070935;2017;2;10;уб.нд-3360;2;402.5034288;805.0068576;;605.62;10.02.2017
000-070935;2017;2;10;уб.нд-3206;1;3203.5248;3203.5248;;1766.19;10.02.2017
000-070943;2018;4;29;уб.нд-3225;1;209.3337;209.3337;Customer 1018;131.61;29.04.2018
000-070959;2019;9;19;уб.нд-3346;1;729.24672;729.24672;;472.36;21.09.2019
000-070959;2019;9;19;уб.нд-3442;1;1061.3106;1061.3106;;816.34;21.09.2019
000-070959;2019;9;19;уб.нд-3435;2;450.5406;901.0812;;567.72;21.09.2019
000-070959;2019;9;19;уб.нд-3306;1;369.3772;369.3772;;205;21.09.2019
000-070959;2019;9;19;уб.нд-3269;1;409.2372;409.2372;;219.48;21.09.2019
000-070970;2017;1;29;уб.нд-3253;1;319.899522;319.899522;Customer 746;155.31;01.02.2017
000-070970;2017;1;29;уб.нд-3296;1;2646.34512;2646.34512;Customer 746;1802;01.02.2017
000-070996;2019;7;11;уб.нд-3176;1;1128.8387112;1128.8387112;;705.85;15.07.2019
000-070996;2019;7;11;уб.нд-3441;1;629.64;629.64;;310.2;15.07.2019
000-071015;2018;7;4;уб.нд-3305;1;209.98656;209.98656;Customer 878;127.4;04.07.2018
000-071057;2019;5;11;уб.нд-3142;1;641.96352;641.96352;;292.04;11.05.2019
000-071057;2019;5;11;уб.нд-3241;1;677.448;677.448;;419.04;11.05.2019
000-071058;2018;11;7;уб.нд-3440;1;855.2544;855.2544;;603.42;07.11.2018
000-071058;2018;11;7;уб.нд-3196;1;1580.03373;1580.03373;;731.61;07.11.2018
000-071083;2018;8;5;уб.нд-3368;1;1982.69568;1982.69568;;1154.52;05.08.2018
000-071102;2019;5;26;уб.нд-3321;1;245.66544;245.66544;;125.46;26.05.2019
000-071102;2019;5;26;уб.нд-3438;1;511.434;511.434;;275.52;26.05.2019
000-071111;2017;5;26;уб.нд-3230;1;458.344;458.344;;318;26.05.2017
000-071111;2017;5;26;уб.нд-3354;1;755.548;755.548;;498.64;26.05.2017
000-071114;2018;8;17;уб.нд-3295;1;5471.70624;5471.70624;Customer 1255;3033.03;22.08.2018
000-071114;2018;8;17;уб.нд-3405;1;313.013883;313.013883;Customer 1255;172.7;22.08.2018
000-071114;2018;8;17;уб.нд-3328;1;479.69376;479.69376;Customer 1255;226.1;22.08.2018
000-071125;2017;4;28;уб.нд-3317;2;556.0576;1112.1152;Customer 338;539.4;28.04.2017
000-071125;2017;4;28;уб.нд-3311;1;277.668864;277.668864;Customer 338;253;28.04.2017
000-071125;2017;4;28;уб.нд-3204;2;6294.3012;12588.6024;Customer 338;5638.12;28.04.2017
000-071125;2017;4;28;уб.нд-3323;1;654.98112;654.98112;Customer 338;349.6;28.04.2017
000-071127;2019;5;10;уб.нд-3329;1;530.4;530.4;Customer 966;440.7;10.05.2019
000-071156;2018;5;24;уб.нд-3183;1;1737.236;1737.236;Customer 836;878.47;24.05.2018
000-071178;2017;8;4;уб.нд-3423;1;511.23072;511.23072;;340.34;06.08.2017
000-071185;2018;5;4;уб.нд-3430;1;1566.67056;1566.67056;Customer 1027;910.78;04.05.2018
000-071191;2017;12;2;уб.нд-3239;1;653.79;653.79;;384.8;03.12.2017
000-071191;2017;12;2;уб.нд-3263;1;1100.028;1100.028;;522;03.12.2017
000-071226;2019;4;20;уб.нд-3165;1;618.10944;618.10944;;277.98;23.04.2019
000-071226;2019;4;20;уб.нд-3367;1;2587.776;2587.776;;1289.2;23.04.2019
000-071226;2019;4;20;уб.нд-3229;1;322.74;322.74;;195.6;23.04.2019
000-071231;2018;8;25;уб.нд-3357;2;776.2420512;1552.4841024;;1494.08;25.08.2018
000-071234;2019;5;25;уб.нд-3159;2;916.0844;1832.1688;;924;25.05.2019
000-071241;2019;3;20;уб.нд-3274;1;2036.6752;2036.6752;;821.24;20.03.2019
000-071246;2017;3;11;уб.нд-3295;1;5945.21928;5945.21928;;2972.97;16.03.2017
000-071247;2017;1;24;уб.нд-3233;1;280.8344;280.8344;;168;24.01.2017
000-071247;2017;1;24;уб.нд-3188;1;985.22592;985.22592;;542;24.01.2017
000-071247;2017;1;24;уб.нд-3428;1;1815.01832;1815.01832;;1205.12;24.01.2017
000-071286;2017;7;17;уб.нд-3215;1;399.47424;399.47424;;215.39;20.07.2017
000-071286;2017;7;17;уб.нд-3292;1;2037.6892;2037.6892;;1279.34;20.07.2017
000-071289;2018;5;3;уб.нд-3358;2;458.37792;916.75584;;570.24;03.05.2018
000-071289;2018;5;3;уб.нд-3143;2;642.51264;1285.02528;;492;03.05.2018
000-071289;2018;5;3;уб.нд-3202;1;5835.032;5835.032;;4203.81;03.05.2018
000-071289;2018;5;3;уб.нд-3253;1;291.248;291.248;;156.98;03.05.2018
000-071289;2018;5;3;уб.нд-3277;1;771.552;771.552;;478.8;03.05.2018
000-071295;2018;5;14;уб.нд-3140;1;501.24096;501.24096;;205.92;15.05.2018
000-071314;2019;5;23;уб.нд-3199;1;317.4795;317.4795;;195;27.05.2019
000-071318;2018;11;2;уб.нд-3419;1;502.398;502.398;;257.64;05.11.2018
000-071318;2018;11;2;уб.нд-3201;1;294.17971;294.17971;;140.43;05.11.2018
000-071330;2017;11;5;уб.нд-3125;1;6087.0818304;6087.0818304;Customer 564;3117.36;09.11.2017
000-071330;2017;11;5;уб.нд-3420;2;234.9696;469.9392;Customer 564;323.64;09.11.2017
000-071330;2017;11;5;уб.нд-3392;1;563.904;563.904;Customer 564;312.39;09.11.2017
000-071330;2017;11;5;уб.нд-3285;1;277.529472;277.529472;Customer 564;168.33;09.11.2017
000-071330;2017;11;5;уб.нд-3292;1;2380.87896;2380.87896;Customer 564;1510.71;09.11.2017
000-071330;2017;11;5;уб.нд-3406;1;292.383;292.383;Customer 564;180.18;09.11.2017
000-071334;2018;10;14;уб.нд-3266;1;750.1524;750.1524;Customer 809;502.44;15.10.2018
000-071348;2018;12;11;уб.нд-3127;1;225.42784;225.42784;;111.32;15.12.2018
000-071363;2018;3;20;уб.нд-3366;1;2676.9288;2676.9288;;1989;20.03.2018
000-071363;2018;3;20;уб.нд-3444;1;573.3;573.3;;297.57;20.03.2018
000-071367;2017;4;6;уб.нд-3321;1;200.41128;200.41128;;121.77;07.04.2017
000-071367;2017;4;6;уб.нд-3426;1;2036.067;2036.067;;842.93;07.04.2017
000-071367;2017;4;6;уб.нд-3240;1;699.504;699.504;;414.18;07.04.2017
000-071384;2018;1;6;уб.нд-3230;2;546.112;1092.224;Customer 997;524.7;06.01.2018
000-071384;2018;1;6;уб.нд-3392;1;528.0192;528.0192;Customer 997;301.71;06.01.2018
000-071384;2018;1;6;уб.нд-3315;1;399.3912;399.3912;Customer 997;293.67;06.01.2018
000-071386;2019;4;29;уб.нд-3234;2;637.0272;1274.0544;;654.08;01.05.2019
000-071387;2017;8;8;уб.нд-3179;1;727.8738768;727.8738768;;425.82;08.08.2017
000-071387;2017;8;8;уб.нд-3232;1;307.192;307.192;;144.4;08.08.2017
000-071390;2017;1;24;уб.нд-3202;1;7512.6037;7512.6037;;4167.88;24.01.2017
000-071400;2017;11;30;уб.нд-3447;1;1255.290897;1255.290897;;578.68;30.11.2017
000-071400;2017;11;30;уб.нд-3294;1;3526.08896;3526.08896;;1828.8;30.11.2017
000-071400;2017;11;30;уб.нд-3402;1;385.0616;385.0616;;244.53;30.11.2017
000-071400;2017;11;30;уб.нд-3400;1;203.3;203.3;;123.05;30.11.2017
000-071411;2017;12;13;уб.нд-3415;1;443.67048;443.67048;Customer 164;281.41;13.12.2017
000-071429;2019;7;24;уб.нд-3434;2;1471.6404;2943.2808;;1782.56;24.07.2019
000-071429;2019;7;24;уб.нд-3371;1;400.116024;400.116024;;230.85;24.07.2019
000-071445;2017;7;31;уб.нд-3393;1;106.8636;106.8636;;38.7;31.07.2017
000-071445;2017;7;31;уб.нд-3202;2;7147.9142;14295.8284;;7257.86;31.07.2017
000-071445;2017;7;31;уб.нд-3352;1;853.632;853.632;;573.04;31.07.2017
000-071452;2018;8;11;уб.нд-3320;1;414.842428;414.842428;Customer 21;292.74;11.08.2018
000-071456;2018;12;28;уб.нд-3183;1;1563.5124;1563.5124;;976.99;28.12.2018
000-071469;2018;3;10;уб.нд-3334;1;653.14656;653.14656;;353.99;12.03.2018
000-071471;2019;5;12;уб.нд-3259;1;1256.24;1256.24;;758.34;12.05.2019
000-071471;2019;5;12;уб.нд-3305;1;230.30784;230.30784;;158.2;12.05.2019
000-071482;2018;11;20;уб.нд-3200;1;740.8552;740.8552;Customer 1237;394.44;22.11.2018
000-071497;2017;6;16;уб.нд-3136;1;522.7908;522.7908;;279.3;16.06.2017
000-071541;2018;5;15;уб.нд-3315;1;360.2352;360.2352;;291.16;15.05.2018
000-071549;2017;2;13;уб.нд-3442;1;1480.5938;1480.5938;Customer 1037;658.56;18.02.2017
000-071549;2017;2;13;уб.нд-3242;1;884.7144;884.7144;Customer 1037;365.31;18.02.2017
000-071564;2017;2;14;уб.нд-3166;1;513.2652;513.2652;;227.85;14.02.2017
000-071576;2019;1;22;уб.нд-3164;1;536.498;536.498;Customer 406;209.3;22.01.2019
000-071576;2019;1;22;уб.нд-3170;1;1406.532;1406.532;Customer 406;692.52;22.01.2019
000-071576;2019;1;22;уб.нд-3305;1;268.4416;268.4416;Customer 406;145.6;22.01.2019
000-071580;2017;3;12;уб.нд-3413;1;202.29264;202.29264;Customer 1137;83.6;12.03.2017
000-071580;2017;3;12;уб.нд-3294;1;3687.83616;3687.83616;Customer 1137;1849.12;12.03.2017
000-071581;2017;7;16;уб.нд-3201;1;234.08171;234.08171;;170.63;20.07.2017
000-071589;2018;6;3;уб.нд-3371;1;428.69574;428.69574;Customer 1007;240.57;05.06.2018
000-071612;2019;3;15;уб.нд-3423;1;444.7872;444.7872;;314.6;18.03.2019
000-071616;2018;10;25;уб.нд-3372;1;4204.8045;4204.8045;Customer 248;2763.15;26.10.2018
000-071616;2018;10;25;уб.нд-3432;2;493.704288;987.408576;Customer 248;638.4;26.10.2018
000-071629;2017;1;11;уб.нд-3285;1;321.7456;321.7456;;170.14;11.01.2017
000-071629;2017;1;11;уб.нд-3370;2;458.15425;916.3085;;392.4;11.01.2017
000-071629;2017;1;11;уб.нд-3199;1;391.95;391.95;;185.25;11.01.2017
000-071635;2019;7;18;уб.нд-3446;1;1525.9244;1525.9244;Customer 409;748.88;18.07.2019
